Minimum_Temperature,Maximum_Temperature,Temperature,Dew_Point,Relative_Humidity,Wind_Speed,Wind_Direction,Precipitation,Visibility,Cloud_Cover,Sea_Level_Pressure,Weather_Type
91.4,91.4,91.4,78.8,66.78,3.4,160,0,2.5,69.7,1002,Smoke Or Haze
92.1,92.1,92.1,78.9,65.6,2.9,251,0,2.5,90.4,1002.3,"Sky Coverage Increasing, Smoke Or Haze"
93.2,93.2,93.2,78.8,63.14,5.8,330,0,2.5,69.7,1001,Smoke Or Haze
91.4,91.4,91.4,78.8,66.78,10.3,170,0,2.5,69.7,1000,Thunderstorm Without Precipitation
91.5,91.5,91.5,81,71.41,4.7,108,0,2.5,83.9,999.9,"Thunderstorm, Smoke Or Haze"
91.4,91.4,91.4,80.6,70.84,6.9,120,0,2.5,69.7,998,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,9.2,160,0,2.5,69.7,998,Smoke Or Haze
87.5,87.5,87.5,80.6,80.05,6.2,243,0,2.3,91.5,999.7,"Sky Unchanged, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,6.9,250,0,1.9,69.7,1000,Thunderstorm
82.4,82.4,82.4,78.8,88.92,8.1,170,0,1.9,69.7,1000,Thunderstorm Without Precipitation
84.6,84.6,84.6,80.4,87.22,3.7,200,0,2.5,83.8,1001,"Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,3.4,110,0,2.5,69.7,1001,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,3.4,90,0,1.9,69.7,1001,Smoke Or Haze
83.5,83.5,83.5,79.2,87.19,3.3,215,0,2.3,83.8,1000.6,"Sky Coverage Increasing, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,69.7,999,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,250,0,1.9,69.7,999,Smoke Or Haze
83.2,83.2,83.2,79.2,87.87,0,0,0,2.3,83.8,999.1,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,69.7,998,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,0,0,0,1.9,69.7,998,Smoke Or Haze
82.8,82.8,82.8,79.2,88.96,0.8,231,0,2.3,90.7,998.9,"Light Rain, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,4.7,110,0,1.9,74.6,999,Light Rain
80.6,80.6,80.6,78.8,94.27,4.7,100,0,1.2,74.6,1000,Light Rain
81.7,81.7,81.7,79.9,94.19,1.4,156,0.32,2.1,92.1,1000.6,"Rain, Light Rain"
82.4,82.4,82.4,80.6,94.32,3.4,90,0,1.9,74.6,1000,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,80,0,1.9,69.7,1000,Smoke Or Haze
84.4,84.4,84.4,81.1,89.73,2.6,72,0.01,2.2,92.3,999.9,"Light Rain, Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,82.4,94.36,6.9,80,0,1.9,69.7,999,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,9.2,80,0,2.5,69.7,998,Smoke Or Haze
87.1,87.1,87.1,81,82.17,2.4,100,0,2.5,90.5,997.4,"Sky Coverage Increasing, Smoke Or Haze"
86,86,86,80.6,84.01,6.9,100,0,2.5,69.7,997,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,6.9,80,0,2.8,69.7,996,Smoke Or Haze
86.1,86.1,86.1,79.3,80.05,4.3,94,0,2.7,86.5,997.2,"Thunderstorm, Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,78.8,83.9,3.4,120,0,2.5,69.7,997,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,6.9,180,0,2.5,69.7,998,Smoke Or Haze
80.7,80.7,80.7,78.4,92.74,4.7,239,0,2.3,83.8,999.2,Light Rain
78.8,78.8,78.8,78.8,100,3.4,260,0,1.9,74.6,999,Light Rain
78.8,78.8,78.8,78.8,100,0,0,0,1.9,74.6,999,Light Rain
79.9,79.9,79.9,78.3,95.05,0,0,0,2.3,77.6,999,"Rain, Smoke Or Haze"
78.8,78.8,78.8,77,94.23,0,0,0,1.9,50,998,Smoke Or Haze
78.8,78.8,78.8,77,94.23,0,0,0,1.9,69.7,998,Smoke Or Haze
79.9,79.9,79.9,78.3,95.04,0,0,0,2.3,83.8,997.6,Light Rain
78.8,78.8,78.8,77,94.23,0,0,0,1.9,69.7,997,Light Rain
78.8,78.8,78.8,77,94.23,0,0,0,1.9,69.7,997,Smoke Or Haze
79.9,79.9,79.9,77.8,93.51,0,0,0,2.3,92.2,997.7,"Light Rain, Sky Coverage Increasing"
78.8,78.8,78.8,77,94.23,4.7,150,0,1.9,74.6,998,Light Rain
80.6,80.6,80.6,77,88.84,5.8,140,0,1.9,74.6,999,Smoke Or Haze
83.7,83.7,83.7,78.6,84.9,4.6,128,0.04,2.5,83.9,999.4,"Sky Coverage Increasing, Smoke Or Haze"
86,86,86,78.8,79.2,6.9,140,0,2.5,69.7,999,Smoke Or Haze
87.8,87.8,87.8,78.8,74.79,8.1,130,0,3.1,69.7,999,Smoke Or Haze
86.4,86.4,86.4,81.6,85.87,3.2,193,0.1,2.7,90.3,998.6,"Light Rain, Smoke Or Haze"
89.6,89.6,89.6,78.8,70.66,10.3,120,0,3.1,69.7,998,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,8.1,120,0,2.5,50,997,Light Rain
88.5,88.5,88.5,80,76.07,2.7,160,0,2.3,85.3,996.7,"Light Rain, Sky Coverage Increasing"
86,86,86,82.4,89.07,6.9,140,0,3.1,69.7,996,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,10.3,120,0,3.1,69.7,996,Smoke Or Haze
87.2,87.2,87.2,79.5,77.86,3.6,144,0,2.7,83.3,997.1,"Light Rain, Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,78.8,83.9,5.8,110,0,3.1,69.7,997,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,110,0,2.5,37.3,998,Smoke Or Haze
82.2,82.2,82.2,79.8,92.41,2.2,113,0,2.5,77.7,999.4,"Light Rain, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,3.4,90,0,2.5,50,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,2.5,37.3,1000,Smoke Or Haze
82.1,82.1,82.1,79.7,92.71,0.5,46,0,2.3,37.6,999.9,"Sky Coverage Decreasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,5.8,60,0,2.5,37.3,999,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,5.8,60,0,2.5,37.3,998,Smoke Or Haze
80.9,80.9,80.9,78.9,93.89,2.6,75,0,2.5,66.9,998,Smoke Or Haze
78.8,78.8,78.8,77,94.23,6.9,50,0,1.9,37.3,998,Smoke Or Haze
78.8,78.8,78.8,77,94.23,6.9,60,0,1.9,37.3,998,Smoke Or Haze
81.1,81.1,81.1,78.7,92.37,4.4,61,0,2.3,85.3,998.4,"Drizzle, Sky Unchanged"
78.8,78.8,78.8,77,94.23,8.1,50,0,1.9,69.7,999,Light Drizzle
82.4,82.4,82.4,78.8,88.92,8.1,90,0,2.5,50,999,Smoke Or Haze
84.3,84.3,84.3,80.4,88.25,7.3,108,0,2.5,77.7,1000,"Light Rain, Sky Coverage Increasing"
87.8,87.8,87.8,80.6,79.33,13.9,120,0,3.1,50,1000,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,13.9,110,0,3.1,50,1000,Smoke Or Haze
89.9,89.9,89.9,79.4,71.47,7.5,140,0.03,2.4,81.9,999.5,"Rain, Light Rain, Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,12.8,110,0,1.9,50,999,Thunderstorm
84.2,84.2,84.2,78.8,83.9,11.4,90,0,2.5,50,998,Smoke Or Haze
85.6,85.6,85.6,80.2,84.04,7,128,0.35,2.3,77.8,998.2,"Rain, Thunderstorm Without Precipitation, Light Rain"
84.2,84.2,84.2,78.8,83.9,10.3,130,0,2.5,50,997,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,12.8,130,0,2.5,50,998,Smoke Or Haze
84.6,84.6,84.6,79.2,83.93,6.3,136,0,2.3,54.9,998.1,"Light Rain, Sky Coverage Decreasing, Smoke Or Haze"
84.2,84.2,84.2,78.8,83.9,9.2,110,0,2.5,50,997,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,13.9,120,0,2.5,50,998,Light Rain
81.7,81.7,81.7,79.6,93.53,8,110,0,2.5,84.6,999.6,"Sky Unchanged, Smoke Or Haze"
80.6,80.6,80.6,80.6,100,11.4,110,0,2.5,50,1000,Smoke Or Haze
80.6,80.6,80.6,80.6,100,11.4,120,0,2.5,50,1000,Smoke Or Haze
81.4,81.4,81.4,79.2,92.91,9.3,122,0,2.3,84.6,1000.1,"Light Rain, Sky Coverage Increasing"
78.8,78.8,78.8,77,94.23,11.4,140,0,1.9,69.7,1000,Light Rain
78.8,78.8,78.8,77,94.23,6.9,120,0,2.5,69.7,999,Drizzle
79.9,79.9,79.9,78.4,95.43,4.5,96,0.29,2.5,90.7,998.4,"Light Rain, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,12.8,100,0,1.9,69.7,998,Light Rain
78.8,78.8,78.8,78.8,100,8.1,100,0,2.5,69.7,998,Light Rain
79.2,79.2,79.2,78.6,97.96,5.1,110,0,2.3,90.7,999.3,"Light Rain, Sky Coverage Increasing"
78.8,78.8,78.8,78.8,100,8.1,120,0,2.5,69.7,1000,Light Rain
82.4,82.4,82.4,80.6,94.32,11.4,110,0,1.9,69.7,1000,Light Rain
81.7,81.7,81.7,78.7,90.76,7,140,0.1,2.3,63.6,1000.9,"Rain, Light Rain"
80.6,80.6,80.6,77,88.84,13.9,130,0,1.2,74.6,1001,Rain
80.6,80.6,80.6,78.8,94.27,17.2,140,0,1.9,69.7,1001,Light Rain
84.2,84.2,84.2,80.2,87.97,6.4,171,0.1,2.2,83.9,1001.4,"Rain, Light Rain, Sky Coverage Decreasing"
78.8,78.8,78.8,77,94.23,15,150,0,1.9,69.7,1000,Light Rain
80.6,80.6,80.6,77,88.84,11.4,140,0,1.9,69.7,1000,Light Rain
82.8,82.8,82.8,80,91.43,7.3,161,0.45,2.2,85.3,999.5,"Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing"
84.2,84.2,84.2,80.6,88.99,15,150,0,1.9,69.7,999,Light Rain
82.4,82.4,82.4,78.8,88.92,10.3,140,0,1.9,69.7,999,Light Rain
83,83,83,79.9,90.38,6.8,168,0,2.3,63.2,999.4,"Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,6.9,130,0,1.9,50,999,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,9.2,140,0,1.9,50,1001,Smoke Or Haze
82.6,82.6,82.6,78.8,88.4,3.3,163,0,2.2,63,1002.2,Smoke Or Haze
80.6,80.6,80.6,77,88.84,5.8,110,0,2.5,50,1003,Smoke Or Haze
80.6,80.6,80.6,77,88.84,3.4,120,0,2.5,50,1003,Smoke Or Haze
81.7,81.7,81.7,78.7,90.74,2.6,151,0,2.5,77.8,1003.2,"Rain, Light Rain, Smoke Or Haze"
78.8,78.8,78.8,77,94.23,5.8,160,0,1.9,69.7,1003,Rain
78.8,78.8,78.8,77,94.23,4.7,120,0,1.9,50,1002,Smoke Or Haze
80.3,80.3,80.3,78.7,94.99,1.6,154,0,2.2,83.8,1001.9,"Sky Coverage Increasing, Smoke Or Haze"
78.8,78.8,78.8,77,94.23,5.8,150,0,1.9,50,1001,Smoke Or Haze
78.8,78.8,78.8,77,94.23,3.4,120,0,1.9,50,1001,Smoke Or Haze
80.1,80.1,80.1,78.8,95.71,2,135,0.16,2.2,76.7,1002.3,"Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
80.6,80.6,80.6,77,88.84,5.8,160,0,1.9,57,1002,Light Rain
80.6,80.6,80.6,78.8,94.27,6.9,170,0,1.9,50,1003,Smoke Or Haze
84.4,84.4,84.4,80.3,87.67,4.2,191,0,2.3,76.8,1003.5,"Light Drizzle, Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,82.4,94.36,6.9,180,0,1.9,50,1003,Smoke Or Haze
86,86,86,84.2,94.4,11.4,150,0,1.9,50,1003,Smoke Or Haze
90.9,90.9,90.9,80,70.6,10.4,215,0,2.3,70.8,1002.7,"Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
89.6,89.6,89.6,82.4,79.47,11.4,180,0,2.5,50,1002,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,12.8,170,0,2.5,69.7,1001,Smoke Or Haze
83.5,83.5,83.5,79.8,88.84,5.6,177,0.01,2.5,90.7,1001.4,"Rain, Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,9.2,160,0,2.5,57,1001,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,13.9,190,0,2.5,69.7,1001,Smoke Or Haze
86.2,86.2,86.2,79.7,81.21,8.8,191,0,2.7,76.4,1000.8,"Rain, Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
86,86,86,78.8,79.2,12.8,170,0,2.5,69.7,1000,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,8.1,170,0,2.5,69.7,1002,Smoke Or Haze
84.1,84.1,84.1,78.6,83.71,5.4,192,0,2.3,51.5,1003,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,8.1,180,0,2.5,50,1003,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,8.1,180,0,2.5,50,1003,Smoke Or Haze
83,83,83,79,87.9,5,210,0,2.3,58.3,1003.2,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,170,0,2.5,50,1002,Smoke Or Haze
80.6,80.6,80.6,77,88.84,4.7,160,0,2.5,50,1002,Smoke Or Haze
82.1,82.1,82.1,78.5,88.9,2.6,189,0,2.3,54.5,1001.7,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,180,0,2.5,50,1001,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,150,0,2.5,50,1001,Smoke Or Haze
80.9,80.9,80.9,78.1,91.25,3.8,191,0,2.5,46.1,1001.7,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,6.9,160,0,2.5,37.3,1002,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,8.1,180,0,2.5,50,1002,Smoke Or Haze
87.5,87.5,87.5,79.3,76.75,6.4,222,0,2.4,81.3,1002.7,Smoke Or Haze
89.6,89.6,89.6,78.8,70.66,8.1,200,0,3.1,50,1002,Smoke Or Haze
89.6,89.6,89.6,78.8,70.66,6.9,200,0,3.1,50,1002,Smoke Or Haze
89,89,89,79.6,73.99,6.6,202,0,2.3,78,1001.4,"Drizzle, Light Rain, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,8.1,120,0,2.5,69.7,1000,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,8.1,160,0,2.5,69.7,1000,Smoke Or Haze
89.1,89.1,89.1,79.6,73.69,7.8,194,0,2.5,83.9,999.4,"Thunderstorm, Smoke Or Haze"
89.6,89.6,89.6,80.6,74.95,9.2,190,0,2.5,69.7,999,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,10.3,170,0,2.5,69.7,998,Smoke Or Haze
86.4,86.4,86.4,79,78.61,5.9,189,0,2.5,90.4,998.9,"Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,6.9,160,0,2.5,69.7,999,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,10.3,200,0,2.5,69.7,1000,Smoke Or Haze
82,82,82,79.9,93.37,1.4,190,0.06,2.5,83.8,1001.5,"Rain, Smoke Or Haze"
82.4,82.4,82.4,78.8,88.92,5.8,150,0,2.5,69.7,1001,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,160,0,1.9,69.7,1001,Smoke Or Haze
82.3,82.3,82.3,80.1,93.17,2.6,185,0,2.3,66.8,1001.6,"Sky Coverage Decreasing, Smoke Or Haze"
80.6,80.6,80.6,78.8,94.27,4.7,140,0,1.9,27.5,1001,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,140,0,1.9,27.5,1000,Smoke Or Haze
81.7,81.7,81.7,79.2,92.39,1.8,188,0,2.3,50,1000.2,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,220,0,1.9,27.5,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,1.9,27.5,1000,Smoke Or Haze
80.8,80.8,80.8,78.6,93.14,0.8,229,0,2.3,73.7,1000.6,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,4.7,210,0,1.9,37.3,1000,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,3.4,250,0,2.5,37.3,1001,Smoke Or Haze
86.4,86.4,86.4,78.3,76.9,1.6,281,0,2.3,74.9,1001.8,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,5.8,110,0,2.5,37.3,1001,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,5.8,110,0,2.5,37.3,1001,Smoke Or Haze
90.1,90.1,90.1,77.9,67.44,4,175,0,2.3,76.6,1000.8,Smoke Or Haze
91.4,91.4,91.4,80.6,70.84,8.1,140,0,2.5,50,1000,Smoke Or Haze
91.4,91.4,91.4,80.6,70.84,8.1,130,0,2.5,50,999,Smoke Or Haze
90,90,90,79.1,70.54,7.1,148,0,2.3,83.8,998.6,"Light Rain, Smoke Or Haze"
89.6,89.6,89.6,78.8,70.66,6.9,110,0,2.5,50,997,Smoke Or Haze
87.8,87.8,87.8,78.8,74.79,11.4,140,0,2.5,50,997,Smoke Or Haze
87.7,87.7,87.7,79.3,76.12,3.2,184,0,2.5,70.4,997.7,"Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,78.8,83.9,6.9,130,0,2.5,50,998,Smoke Or Haze
84.2,84.2,84.2,78.8,83.9,9.2,170,0,2.5,37.3,998,Smoke Or Haze
85,85,85,77.8,79.12,4.7,192,0,2.3,33.8,1000.3,Smoke Or Haze
82.4,82.4,82.4,77,83.79,8.1,170,0,2.5,37.3,1000,Smoke Or Haze
82.4,82.4,82.4,77,83.79,6.9,170,0,2.5,37.3,1000,Smoke Or Haze
82.7,82.7,82.7,78.6,87.65,6.9,177,0,2.5,39.1,1000.3,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,4.7,140,0,2.5,37.3,1000,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,140,0,2.5,37.3,999,Smoke Or Haze
82.7,82.7,82.7,78.6,87.65,3.2,114,0,2.5,39.1,999.1,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,3.4,100,0,2.5,37.3,998,Smoke Or Haze
80.6,80.6,80.6,78.8,94.27,0,0,0,2.5,37.3,998,Smoke Or Haze
82.9,82.9,82.9,78.9,87.65,1.6,73,0,2.5,46.1,998.4,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,90,0,2.5,37.3,999,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,8.1,110,0,2.5,50,999,Smoke Or Haze
86.4,86.4,86.4,80,81.38,4.7,113,0,2.5,56.9,999.4,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,8.1,120,0,2.5,50,999,Smoke Or Haze
87.8,87.8,87.8,80.6,79.33,11.4,90,0,2.5,50,999,Smoke Or Haze
90,90,90,79.4,71.18,6.6,142,0,2.5,70.7,998.6,"Rain, Smoke Or Haze"
93.2,93.2,93.2,80.6,66.98,10.3,120,0,2.5,50,998,Smoke Or Haze
93.2,93.2,93.2,82.4,71.01,10.3,110,0,2.5,50,997,Smoke Or Haze
88.6,88.6,88.6,79.6,74.87,6.9,177,0,2.3,90.4,997.1,"Light Drizzle, Sky Coverage Decreasing, Smoke Or Haze"
87.8,87.8,87.8,80.6,79.33,5.8,130,0,2.5,69.7,996,Light Rain
86,86,86,80.6,84.01,5.8,90,0,2.5,50,996,Smoke Or Haze
85.6,85.6,85.6,82.2,89.7,3.2,161,0.13,2.5,70.7,996.9,"Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,82.4,94.36,4.7,110,0,2.5,69.7,997,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,5.8,120,0,2.5,50,998,Smoke Or Haze
82.8,82.8,82.8,79.6,90.33,1.4,165,0,2.3,54.5,999.4,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,8.1,170,0,2.5,50,999,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,110,0,2.5,37.3,1000,Smoke Or Haze
82.2,82.2,82.2,79.9,92.62,1,110,0,2.5,36,999.6,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,90,0,2.5,50,998,Smoke Or Haze
80.6,80.6,80.6,77,88.84,3.4,90,0,2.5,50,998,Smoke Or Haze
81.4,81.4,81.4,79.3,93.36,0,0,0,2.3,56.1,998.1,Smoke Or Haze
80.6,80.6,80.6,77,88.84,3.4,80,0,1.9,69.7,997,Smoke Or Haze
80.6,80.6,80.6,77,88.84,3.4,70,0,1.9,69.7,997,Smoke Or Haze
81,81,81,79.1,93.73,1.4,50,0,2.3,63.1,998,Smoke Or Haze
80.6,80.6,80.6,77,88.84,5.8,60,0,1.9,50,998,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,5.8,60,0,1.9,69.7,998,Smoke Or Haze
84.6,84.6,84.6,81,88.86,4.3,80,0,2.3,83.5,999.2,"Drizzle, Light Rain, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,6.9,60,0,2.5,50,998,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,6.9,,0,2.5,50,998,Smoke Or Haze
89.6,89.6,89.6,79.4,72.08,4.9,137,0,2.5,71.2,998.2,"Rain, Sky Coverage Increasing, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,3.4,130,0,2.5,69.7,997,Smoke Or Haze
91.4,91.4,91.4,80.6,70.84,5.8,90,0,2.5,50,997,Smoke Or Haze
89.4,89.4,89.4,80.1,74.25,3.2,124,0,2.7,84,996.7,"Sky Coverage Increasing, Smoke Or Haze"
89.6,89.6,89.6,80.6,74.95,8.1,160,0,3.1,69.7,996,Smoke Or Haze
86,86,86,80.6,84.01,8.1,170,0,3.1,69.7,996,Smoke Or Haze
85.5,85.5,85.5,80.8,85.87,4.9,199,0,2.7,83.7,996.3,"Sky Coverage Increasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,5.8,160,0,2.5,69.7,996,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,4.7,200,0,2.5,50,997,Smoke Or Haze
84.8,84.8,84.8,80.7,87.75,1.7,216,0,2.3,63,998.1,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,5.8,200,0,2.5,37.3,998,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,2.5,37.3,998,Smoke Or Haze
84.3,84.3,84.3,81.1,90.35,1.3,208,0,2.3,63.1,999,"Sky Coverage Decreasing, Smoke Or Haze"
84.2,84.2,84.2,80.6,88.99,0,0,0,2.5,37.3,998,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,250,0,2.5,37.3,997,Smoke Or Haze
83.2,83.2,83.2,79.9,89.68,0.8,270,0,2.5,70.8,997.7,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,4.7,260,0,2.5,50,997,Smoke Or Haze
82.4,82.4,82.4,78.8,88.92,3.4,240,0,2.5,50,997,Smoke Or Haze
82.8,82.8,82.8,79.6,90.06,1.5,327,0,2.3,77.6,997.5,"Sky Coverage Decreasing, Smoke Or Haze"
84.2,84.2,84.2,78.8,83.9,0,0,0,1.9,50,997,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,4.7,270,0,2.5,50,998,Smoke Or Haze
86.7,86.7,86.7,80.8,82.79,4,281,0,2.3,90.2,998.5,Smoke Or Haze
89.6,89.6,89.6,80.6,74.95,5.8,290,0,2.5,69.7,998,Smoke Or Haze
84.2,84.2,84.2,82.4,94.36,0,0,0,1.2,69.7,997,Light Rain
89.5,89.5,89.5,81.4,77.15,3.6,276,0,2.3,83.7,997.5,Smoke Or Haze
87.8,87.8,87.8,82.4,84.11,5.8,300,0,1.9,69.7,997,Smoke Or Haze
91.4,91.4,91.4,82.4,75.11,5.8,300,0,1.9,69.7,996,Smoke Or Haze
91,91,91,83.4,78.73,3.7,228,0.13,2.1,89.5,995,"Thunderstorm, Sky Coverage Increasing"
80.6,80.6,80.6,80.6,100,6.9,220,0,2.5,69.7,994,Thunderstorm
82.4,82.4,82.4,80.6,94.32,5.8,200,0,2.5,69.7,994,Thunderstorm Without Precipitation
82.9,82.9,82.9,81,94.06,1,230,0.35,1.6,83.8,994.9,Smoke Or Haze
82.4,82.4,82.4,80.6,94.32,3.4,200,0,1.9,69.7,995,Mist
84.2,84.2,84.2,80.6,88.99,0,0,0,1.9,50,995,Mist
83.1,83.1,83.1,80.8,92.65,2.6,224,0,2.3,36.1,996.2,"Mist, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,3.4,220,0,1.9,50,996,Mist
82.4,82.4,82.4,80.6,94.32,0,0,0,1.9,50,996,Mist
82.6,82.6,82.6,81,95.09,1.5,254,0,2.3,63.1,996.5,Mist
82.4,82.4,82.4,80.6,94.32,0,0,0,1.9,69.7,996,Mist
82.4,82.4,82.4,80.6,94.32,3.4,240,0,1.9,69.7,995,Mist
82.6,82.6,82.6,81,95.09,2.6,225,0,2.1,56.1,995.3,Mist
82.4,82.4,82.4,80.6,94.32,3.4,310,0,1.2,69.7,995,Mist
82.4,82.4,82.4,80.6,94.32,0,0,0,1.2,69.7,995,Mist
82,82,82,80.2,94.3,1.5,16,0,2.1,63.1,994.7,Mist
82.4,82.4,82.4,80.6,94.32,4.7,330,0,1.2,69.7,995,Mist
84.2,84.2,84.2,82.4,94.36,4.7,350,0,1.9,74.6,996,Mist
86.6,86.6,86.6,82.8,88.45,1.7,66,0,2.3,83.4,996.6,Mist
89.6,89.6,89.6,84.2,84.22,5.8,50,0,1.9,69.7,996,Mist
91.4,91.4,91.4,84.2,79.6,9.2,30,0,1.9,37.3,995,Smoke Or Haze
93.9,93.9,93.9,82.3,69.22,3.2,23,0,2.5,77.7,994.9,Smoke Or Haze
96.8,96.8,96.8,80.6,59.95,9.2,80,0,3.1,50,994,Smoke Or Haze
96.8,96.8,96.8,80.6,59.95,9.2,30,0,2.5,50,993,Smoke Or Haze
94.5,94.5,94.5,81.3,65.88,4,97,0,2.3,62.7,992.9,Smoke Or Haze
95,95,95,80.6,63.35,5.8,120,0,2.5,50,992,Smoke Or Haze
95,95,95,80.6,63.35,8.1,90,0,2.5,37.3,992,Smoke Or Haze
89.3,89.3,89.3,81.2,77.19,6.7,216,0,2.5,53.4,992.7,"Sky Coverage Increasing, Smoke Or Haze"
87.8,87.8,87.8,82.4,84.11,9.2,230,0,1.9,50,992,Smoke Or Haze
86,86,86,80.6,84.01,5.8,260,0,2.5,50,993,Smoke Or Haze
84.9,84.9,84.9,80.2,85.67,1,300,0,2.5,84.6,994.8,Smoke Or Haze
86,86,86,80.6,84.01,0,0,0,2.5,50,995,Smoke Or Haze
84.2,84.2,84.2,80.6,88.99,0,0,0,2.5,69.7,994,Smoke Or Haze
84,84,84,81.3,91.72,0,0,0,2.5,76.9,997.3,"Light Rain, Smoke Or Haze"
82.4,82.4,82.4,80.6,94.32,3.4,350,0,2.5,69.7,994,Smoke Or Haze
